CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,TP_DEPENDENCIA,TP_LOCALIZACAO,QT_DOC_INF,QT_MAT_INF,QT_TUR_INF
32010613,EMEF GODOFREDO CHAVES BAIAO,Colatina,3,1,0.0,0.0,0.0
32010621,EMEF HUMBERTO DE CAMPOS,Colatina,3,1,0.0,0.0,0.0
32010630,EMEF JOSE FACHETTI,Colatina,3,1,0.0,0.0,0.0
32010648,EMEFTI LIONS CLUB DE COLATINA,Colatina,3,1,0.0,0.0,0.0
32010656,EMEIEF LUIZ DALLA BERNARDINA,Colatina,3,1,6.0,75.0,4.0
32010664,EMEF MARIA DA LUZ GOTTI,Colatina,3,1,0.0,0.0,0.0
32010672,EMEIEF PROFESSORA MATILDE GUERRA COMERIO,Colatina,3,1,9.0,98.0,5.0
32010680,EMEIEFTI OSEAS RANGEL DE AMORIM,Colatina,3,1,4.0,36.0,2.0
32010699,EEEFM PROFESSORA NEA MONTEIRO COSTA,Colatina,2,1,0.0,0.0,0.0
32010702,CEEFMTI CONDE DE LINHARES,Colatina,2,1,0.0,0.0,0.0
32010710,EEEFM GERALDO VARGAS NOGUEIRA,Colatina,2,1,0.0,0.0,0.0
32010729,EEEFM HONORIO FRAGA,Colatina,2,1,0.0,0.0,0.0
32010737,CENTRO DE EDUCACAO BASICA E PROFISSIONAL CASTELO BRANCO,Colatina,4,1,0.0,0.0,0.0
32010745,EEEFM PROF CAROLINA PICHLER,Colatina,2,1,0.0,0.0,0.0
32010753,EEEFM RUBENS RANGEL,Colatina,2,1,0.0,0.0,0.0
32010788,CAEE ANGELA DE BRIENZA - APAE,Colatina,4,1,0.0,0.0,0.0
32010800,IFES - CAMPUS COLATINA,Colatina,1,1,0.0,0.0,0.0
32010893,EMUCOR CORREGO CASCATINHA,Colatina,3,2,0.0,7.0,0.0
32010966,EPM PONTE DO PANCAS,Colatina,3,2,3.0,19.0,1.0
32010982,EMUCOR SANTO ANTONIO,Colatina,3,2,0.0,1.0,0.0
32011008,EMUCOR SAO SALVADOR,Colatina,3,2,0.0,4.0,0.0
32011032,COLEGIO PASSIONISTA JOAO XXIII,Colatina,4,1,12.0,168.0,11.0
32011067,CEIM CARLOS ROBERTO MENEGATTI,Colatina,3,1,18.0,301.0,16.0
32011075,CEIM MARCELO CORREA,Colatina,3,1,16.0,206.0,12.0
32011091,CEIM LUIZ DALLA BERNARDINA,Colatina,3,1,8.0,80.0,5.0
32011113,CEIM PERNALONGA,Colatina,3,1,15.0,168.0,13.0
32011130,CEIM PADRE JOSE BERTOLLO,Colatina,3,1,23.0,274.0,18.0
32062249,EMEFTI BELMIRO TEIXEIRA PIMENTA,Colatina,3,1,0.0,0.0,0.0
32062273,CEIM JOSE BAIAO,Colatina,3,1,8.0,48.0,5.0
32062281,EMEIEF BENILDO BRAGATTO,Colatina,3,1,7.0,105.0,5.0
32064950,CENTRO DE EDUCACAO BASICA SESI RAUL GIUBERTI,Colatina,4,1,5.0,32.0,2.0
32066058,EMEF BAIRRO COLUMBIA,Colatina,3,1,0.0,0.0,0.0
32066210,EMEFTI ADWALTER RIBEIRO SOARES,Colatina,3,1,0.0,0.0,0.0
32068301,EMEF PROFESSOR JOAO ELIAS PANCOTO,Colatina,3,1,0.0,0.0,0.0
32069251,CEIM SAO MARCOS - BRUNA CASSARO,Colatina,3,1,16.0,188.0,14.0
32069260,EMEIEF SAO MARCOS,Colatina,3,1,9.0,76.0,4.0
32069278,CEIM PROFESSORA EVANILDA RODRIGUES PIMENTA BARBOSA,Colatina,3,1,16.0,128.0,10.0
32074166,CENTRO DE EDUCACAO INFANTIL FAZENDINHA DOCE LAR,Colatina,4,1,15.0,126.0,11.0
32074182,CENTRO DE ENSINO COLATINENSE DARWIN,Colatina,4,1,0.0,0.0,0.0
32078234,ESCOLA MUNDO MAGICO,Colatina,4,1,6.0,41.0,4.0
32080360,CEIM RECANTO DOS PASSAROS,Colatina,3,1,9.0,107.0,8.0
32080891,CEIM TEREZA MARIA DA SILVA GOMES,Colatina,3,1,23.0,326.0,24.0
32082096,ITECBRASIL,Colatina,4,1,0.0,0.0,0.0
32082924,ESCOLA TECNICA EVOLUCAO - EVOTEC,Colatina,4,1,0.0,0.0,0.0
32083220,CEIM VILLA TREVISO,Colatina,3,1,16.0,214.0,12.0
32083661,ESCOLA CATENA AUREA,Colatina,4,1,9.0,58.0,5.0
32087209,PSMECOL PENITENCIARIA DE SEGURANCA MEDIA COLATINA,Colatina,2,2,0.0,0.0,0.0
32096038,CEIM PROFESSORA ZITA BOTELHO DE ALMEIDA,Colatina,3,1,14.0,224.0,14.0
32096046,CEIM IRMA SCHEILA,Colatina,3,1,17.0,237.0,14.0
32099029,CEIM LUIZA DE MARILAC,Colatina,3,1,19.0,190.0,14.0
32101015,CENTRO EDUCACIONAL PARA A VIDA,Colatina,4,1,9.0,75.0,4.0
32101805,ENFERTEC - ESCOLA TECNICA DE SAUDE,Colatina,4,1,0.0,0.0,0.0
32115059,EMEFTI JOAO MANOEL MENEGHELLI,Colatina,3,1,0.0,0.0,0.0
32133006,SENAI ES - CENTRO DE EDUCACAO PROFISSIONAL ALBANO FRANCO,Colatina,4,1,0.0,0.0,0.0
32011288,EMCOR PADRE FULGENCIO DO MENINO JESUS,Colatina,3,2,6.0,32.0,2.0
32083114,EECOR DE COLATINA,Colatina,2,1,0.0,0.0,0.0
32011393,EMUCOR POVOACAO DE BAUNILHA,Colatina,3,2,0.0,5.0,0.0
32011407,EMEIEF PROFESSORA LUIZA CREMA,Colatina,3,1,4.0,37.0,3.0
32075073,EU MUL OLHO DAGUA,Colatina,3,2,0.0,0.0,0.0
32079915,EMPCOR PROFESSORA CELY ROCHA,Colatina,3,2,0.0,7.0,0.0
32010990,EMUCOR SAO JOSE,Colatina,3,2,0.0,1.0,0.0
32011539,EMEIEF ERNESTO CORRADI,Colatina,3,1,5.0,48.0,3.0
32011555,EMUCOR BARRA SECA,Colatina,3,2,0.0,3.0,0.0
32011571,EMUCOR CORREGO SENADOR,Colatina,3,2,0.0,6.0,0.0
32011580,EMCOR FAZENDA PINOTTI,Colatina,3,2,0.0,4.0,0.0
32011628,EU MUL FAZENDA ZANOTELLI,Colatina,3,2,0.0,0.0,0.0
32011636,EMUCOR SANTO ANTONIO DO MUTUM,Colatina,3,2,0.0,3.0,0.0
32011962,EMEIEF GRACA ARANHA,Colatina,3,1,4.0,25.0,2.0
32011970,EMUCOR ANCHIETA,Colatina,3,2,0.0,5.0,0.0
32012004,EU MUL CORREGO DIAMANTE,Colatina,3,2,0.0,0.0,0.0
32010877,EMUCOR CASCATINHA,Colatina,3,2,0.0,4.0,0.0
32012080,EMPCOR CABECEIRA DE SAO PEDRO,Colatina,3,2,0.0,9.0,0.0
32012098,EMUCOR CORREGO DO ALMOCO,Colatina,3,2,0.0,5.0,0.0
32012101,EMPCOR FAZENDA NOSSA SENHORA APARECIDA,Colatina,3,2,0.0,5.0,0.0
32012110,EMUCOR JEQUITIBA,Colatina,3,2,0.0,2.0,0.0
32012128,EMUCOR JOSE FAQUINOTTI,Colatina,3,2,0.0,1.0,0.0
32012136,EMUCOR MIGUEL GEGESKI,Colatina,3,2,0.0,2.0,0.0
32012144,EMEIEF MARIA ORTIZ,Colatina,3,1,4.0,25.0,2.0
32012152,IFES - CAMPUS ITAPINA,Colatina,1,2,0.0,0.0,0.0
32012160,EMUCOR BARRA DE SAO PEDRO,Colatina,3,2,0.0,1.0,0.0
32012187,EMUCOR CABECEIRA DE MONTE BELO,Colatina,3,2,0.0,2.0,0.0
32012209,EMUCOR CORREGO SANTANA,Colatina,3,2,0.0,3.0,0.0
32012241,EMUCOR AURELIO PRETTI,Colatina,3,2,0.0,11.0,0.0
32012250,EMUCOR FAZENDA MISTERIOSA,Colatina,3,2,0.0,6.0,0.0
32012268,EMUCOR FAZENDA RIVA,Colatina,3,2,0.0,4.0,0.0
32012276,EMUCOR FAZENDA ZANETTI,Colatina,3,2,0.0,2.0,0.0
32012292,EMUCOR METODISTA,Colatina,3,2,0.0,2.0,0.0
32012306,EMUCOR MONTE ALVERNE,Colatina,3,2,0.0,3.0,0.0
32012314,EU MUL CORREGO DA PUAIA,Colatina,3,2,0.0,0.0,0.0
32012322,EMUCOR NOSSA SENHORA DAS GRACAS,Colatina,3,2,0.0,1.0,0.0
32012330,EU MUL SANTO ANTONIO,Colatina,3,2,0.0,0.0,0.0
32012365,EMUCOR SANTA CRUZ,Colatina,3,2,0.0,1.0,0.0
32012373,EMCOR SAO JOAO PEQUENO,Colatina,3,2,0.0,8.0,0.0
32012381,EMUCOR VIUVA BINDA,Colatina,3,2,0.0,2.0,0.0
32080883,EMUCOR CORREGO ESTRELA,Colatina,3,2,0.0,3.0,0.0
32016034,CMEI SAO JOSE,Conceição da Barra,3,1,17.0,255.0,17.0
32016042,CMEI NOSSA SENHORA DE SANT ANA,Conceição da Barra,3,1,13.0,212.0,12.0
32016069,EEPEF BOM JESUS DA LAPA,Conceição da Barra,2,2,0.0,0.0,0.0
32016077,EMEF CORREGO DANTA,Conceição da Barra,3,2,0.0,0.0,0.0
32016093,EMEF MARIO FLORENTINO,Conceição da Barra,3,2,0.0,0.0,0.0
32016115,EMEFTI JOAO BASTOS BERNARDO VIEIRA,Conceição da Barra,3,1,0.0,0.0,0.0
32016123,EMEF DR MARIO VELLO SILVARES,Conceição da Barra,3,1,0.0,0.0,0.0
32016140,EMEF PROFª DEOLINDA LAGE,Conceição da Barra,3,1,0.0,0.0,0.0
32016158,EEEM PROF JOAQUIM FONSECA,Conceição da Barra,2,1,0.0,0.0,0.0
32016190,EMEF BARREIRAS,Conceição da Barra,3,2,3.0,21.0,2.0
32016204,EEUEF BOA SORTE,Conceição da Barra,2,2,0.0,0.0,0.0
32016280,EMEIEF ANGELO LUIZ SAGRILLO SMIDERLE,Conceição da Barra,3,1,12.0,194.0,10.0
32016298,UPEM MENINO JESUS,Conceição da Barra,3,1,8.0,116.0,6.0
32016530,EMEF AGUA PRETA,Conceição da Barra,3,2,0.0,0.0,0.0
32063008,CAEE ESPERANCA - PESTALOZZI,Conceição da Barra,4,1,0.0,0.0,0.0
32066678,CMEI JOANA DARC,Conceição da Barra,3,2,11.0,101.0,8.0
32072376,EMEF ASTROGILDO CARNEIRO SETUBAL,Conceição da Barra,3,1,0.0,0.0,0.0
32079524,CENTRO TECNICO DE ED PROFISSIONAL - CETEPRO,Conceição da Barra,4,1,0.0,0.0,0.0
32016131,EMEF GENTIL LOPES DA CUNHA,Conceição da Barra,3,2,0.0,0.0,0.0
32016344,EMEF JOAO FERREIRA ARAUJO,Conceição da Barra,3,2,0.0,0.0,0.0
32016352,EEEF ASSENTAMENTO UNIAO,Conceição da Barra,2,2,0.0,0.0,0.0
32016360,EMEF JORGE DUFFLES ANDRADE DONATI,Conceição da Barra,3,1,0.0,0.0,0.0
32016379,EMEFTI MARIA CARELLI LOMONTE,Conceição da Barra,3,2,0.0,0.0,0.0
32016387,EEEFM JOSE CARLOS CASTRO,Conceição da Barra,2,1,0.0,0.0,0.0
32016441,EEPEF SAO BENEDITO,Conceição da Barra,2,2,0.0,0.0,0.0
32016549,EMEF CORREGO DAS PALMEIRAS,Conceição da Barra,3,2,2.0,9.0,1.0
32062729,EEUEF PARAISO,Conceição da Barra,2,2,0.0,0.0,0.0
32066708,CMEI DR ALUIZIO FEU SMIDERLE,Conceição da Barra,3,1,26.0,446.0,24.0
32067941,CMEI TEREZINHA DE JESUS NASCIMENTO DE ALMEIDA,Conceição da Barra,3,2,9.0,175.0,10.0
32075189,UPE ASSENTAMENTO VALDICIO BARBOSA DOS SANTOS,Conceição da Barra,3,2,2.0,19.0,2.0
32075197,UPE ASSENTAMENTO UNIAO,Conceição da Barra,3,2,1.0,19.0,1.0
32096801,EEEFM AUGUSTO DE OLIVEIRA,Conceição da Barra,2,1,0.0,0.0,0.0
32016220,EMEF MOACYR MARTINS PESTANA,Conceição da Barra,3,2,3.0,17.0,1.0
32016085,EMEF LINHARES,Conceição da Barra,3,2,0.0,0.0,0.0
32016433,EEPEF CORREGO DO ARTHUR,Conceição da Barra,2,2,0.0,0.0,0.0
32016450,EMEF BENONIO FALCAO DE GOUVEA,Conceição da Barra,3,1,0.0,0.0,0.0
32016506,EEEFM CORREGO DO CEDRO,Conceição da Barra,2,2,0.0,0.0,0.0
32016522,EEUEF ITAUNAS,Conceição da Barra,2,2,0.0,0.0,0.0
32016565,EEUEF PORTO DOS TOCOS,Conceição da Barra,2,2,0.0,0.0,0.0
32062710,EEEFM VALDICIO BARBOSA DOS SANTOS,Conceição da Barra,2,2,0.0,0.0,0.0
32074581,CMEI CIRANDA CIRANDINHA,Conceição da Barra,3,1,10.0,102.0,8.0
32075200,UPE ASSENTAMENTO CORREGO DO CEDRO,Conceição da Barra,3,2,2.0,22.0,2.0
32078650,EEEM DUNAS DE ITAUNAS,Conceição da Barra,2,1,0.0,0.0,0.0
32027931,EMEF ALTO MONFORTE,Conceição do Castelo,3,2,5.0,12.0,1.0
32027940,EMEF ANTONIO PADOANI,Conceição do Castelo,3,2,8.0,33.0,2.0
32028016,UMEF ELISA PAIVA,Conceição do Castelo,3,1,0.0,0.0,0.0
32028024,EMEF MATA FRIA,Conceição do Castelo,3,2,5.0,18.0,1.0
32028032,EMEF PROFESSOR ANTONIO AZEREDO COUTINHO,Conceição do Castelo,3,2,6.0,20.0,2.0
32028040,EMEF SANTA LUZIA,Conceição do Castelo,3,2,9.0,32.0,2.0
32028059,EEEFM PROFª ALDY SOARES MERCON VARGAS,Conceição do Castelo,2,1,0.0,0.0,0.0
32028091,EMEF JOSE FERIANI,Conceição do Castelo,3,2,5.0,14.0,1.0
32028431,UMEF SANTO ANTONIO DO AREIAO,Conceição do Castelo,3,2,0.0,0.0,0.0
32062206,EMEF PROFESSOR EDSON ALTOE,Conceição do Castelo,3,1,0.0,0.0,0.0
32062770,CAEE VALDIVIA PINHEIRO MARETTO - APAE,Conceição do Castelo,4,1,0.0,0.0,0.0
32071400,EMEI VOVO CLARA,Conceição do Castelo,3,1,8.0,85.0,7.0
32071418,EMEI VOVO NATALINA PADOANI,Conceição do Castelo,3,2,4.0,23.0,2.0
32071914,EMEI BRAS LACERDA AMIGO,Conceição do Castelo,3,1,22.0,261.0,15.0
32077335,UMEI VOVO ANINHA,Conceição do Castelo,3,1,0.0,0.0,0.0
32082533,CEEFMTI ELISA PAIVA,Conceição do Castelo,2,1,0.0,0.0,0.0
32096208,EMEI HANS LUDVIG LORENTZEN,Conceição do Castelo,3,1,16.0,146.0,16.0
32046375,EMEIEF ALLAN - KARDEC BITENCOURT DIAS,Divino de São Lourenço,3,2,6.0,42.0,2.0
32046383,EEEFM JUVENAL NOLASCO,Divino de São Lourenço,2,1,0.0,0.0,0.0
32046405,EMEF BEIRA RIO,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046430,EMEF CORREGO DO PERDIDO,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046448,EMEF CORREGO SAO MAURICIO,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046456,EMEF FAZENDA BARRO BRANCO,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046472,EU FAZENDA FELICIDADE,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046510,EMEF MATO DENTRO,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046529,EMEF BOA VISTA,Divino de São Lourenço,3,2,0.0,0.0,0.0
32046537,EMEF CORREGO DO CAFE,Divino de São Lourenço,3,2,0.0,0.0,0.0
32062613,EMEIEF ANTONIO GOMES DE SIQUEIRA,Divino de São Lourenço,3,1,11.0,118.0,6.0
32065450,CAEE MENINO JESUS -PESTALOZZI,Divino de São Lourenço,4,1,0.0,0.0,0.0
32075480,EMEF NOVO TEMPO,Divino de São Lourenço,3,2,0.0,0.0,0.0
32077408,EU FAZENDA PIEDADE,Divino de São Lourenço,3,2,0.0,0.0,0.0
32028555,EMEF EUGENIO PINTO SANTANNA,Domingos Martins,3,2,3.0,17.0,1.0
32028563,EMEF SOIDO,Domingos Martins,3,2,7.0,30.0,2.0
32028580,EEEFM TEOFILO PAULINO,Domingos Martins,2,1,0.0,0.0,0.0
32028636,EMUEF CHAPEU,Domingos Martins,3,2,0.0,0.0,0.0
32028660,EMPEF FLORIANO AUGUSTO DITTRICH,Domingos Martins,3,2,3.0,11.0,1.0
32028679,EMUEF PEDRA BRANCA,Domingos Martins,3,2,0.0,0.0,0.0
32028695,EMUEF SAO BENTO,Domingos Martins,3,2,2.0,11.0,1.0
32028741,EMEFM MARIANO FERREIRA DE NAZARETH,Domingos Martins,3,1,0.0,0.0,0.0
32062010,EFA SAO BENTO DO CHAPEU,Domingos Martins,3,2,0.0,0.0,0.0
32071205,CMEI CEZAR VELLO PUPPIN,Domingos Martins,3,1,12.0,187.0,13.0
32071639,CENTRO EDUCACIONAL IN PACTO,Domingos Martins,4,1,0.0,0.0,0.0
32075782,CMEI GERMANO GERHARDT,Domingos Martins,3,1,13.0,151.0,8.0
32083556,CENTRO MUNICIPAL SOIDO,Domingos Martins,3,2,2.0,24.0,2.0
32122055,CMEI VILA VERDE,Domingos Martins,3,1,4.0,56.0,4.0
32126018,CAEE-APAE DM,Domingos Martins,4,1,0.0,0.0,0.0
32028750,EMEF CORREGO SAO PAULO,Domingos Martins,3,2,2.0,16.0,1.0
32028768,EMEF GERMANO LOROSA,Domingos Martins,3,2,4.0,26.0,2.0
32028776,EMEF LUIZ PIANZOLA,Domingos Martins,3,2,4.0,16.0,1.0
32028806,EEEFM PEDRA AZUL,Domingos Martins,2,1,0.0,0.0,0.0
32028814,EMEF ARACE,Domingos Martins,3,2,6.0,41.0,2.0
32028822,EMUEF FAZENDA ARTHUR POLETO,Domingos Martins,3,2,0.0,0.0,0.0
32028849,EEUEF BERNARDO VALTER,Domingos Martins,2,2,0.0,0.0,0.0
32028881,EMUEF NOSSA SENHORA DO CARMO,Domingos Martins,3,2,3.0,16.0,1.0
32028903,EMEF JOSE ULIANA,Domingos Martins,3,2,6.0,43.0,2.0
32028911,EMUEF SANTA LUZIA,Domingos Martins,3,2,0.0,0.0,0.0
32028946,EMPEF SAO RAFAEL,Domingos Martins,3,2,3.0,15.0,1.0
32029373,EMUEF VO REZENDE,Domingos Martins,3,2,3.0,9.0,1.0
32075766,CMEI JUTTA BATISTA DA SILVA,Domingos Martins,3,1,13.0,114.0,8.0
32082738,CMEI VIVENDAS DE PEDRA AZUL,Domingos Martins,3,2,4.0,32.0,3.0
32123043,CMEI NATALIA VELTEN PETERLI,Domingos Martins,3,2,7.0,51.0,4.0
32029020,EMEF BIRIRICAS DE CIMA,Domingos Martins,3,2,6.0,44.0,2.0
32029039,EMUEF NATALINA WERNERSBACH,Domingos Martins,3,2,0.0,0.0,0.0
32029047,EMEF SANTA ISABEL,Domingos Martins,3,1,7.0,47.0,3.0
32079036,CMEI ELENA MARIA COCO FAGUNDES,Domingos Martins,3,1,5.0,56.0,4.0
32029080,EMPEF FAZENDA GERMANO SCHWANZ,Domingos Martins,3,2,3.0,14.0,1.0
32029098,EMPEF FAZENDA SCHWAMBACH,Domingos Martins,3,2,5.0,9.0,1.0
32029101,EMEF RIO PONTE,Domingos Martins,3,2,4.0,10.0,1.0
32029110,EMEF AUGUSTO PETER BERTHOLD PAGUNG,Domingos Martins,3,2,6.0,29.0,2.0
32029128,EMEF GUSTAVO GUILHERME JOAO PLASTER,Domingos Martins,3,2,6.0,46.0,3.0
32029144,EMUEF CALIFORNIA,Domingos Martins,3,2,2.0,17.0,1.0
32029187,EMPEF ALTO RIO PONTE,Domingos Martins,3,2,3.0,14.0,1.0
32029357,EMUEF PENA,Domingos Martins,3,2,4.0,14.0,1.0
32029136,EMUEF ALTO PENA,Domingos Martins,3,2,0.0,0.0,0.0
32029195,EMPEF ALTO TIJUCO PRETO,Domingos Martins,3,2,2.0,9.0,1.0
32029209,EMPEF BARRA DO TIJUCO PRETO,Domingos Martins,3,2,0.0,0.0,0.0
32029217,EMEF ALTO PARAJU,Domingos Martins,3,2,7.0,37.0,4.0
32029225,EMPEF FAZENDA ALBERTO BRINGER,Domingos Martins,3,2,3.0,7.0,1.0
32029241,EMPEF FAZENDA SCHROEDER,Domingos Martins,3,2,0.0,0.0,0.0
32029250,EMPEF PROFESSORA PETRONILIA KLIPPEL,Domingos Martins,3,2,4.0,24.0,1.0
32029276,EMEF TIJUCO PRETO,Domingos Martins,3,2,4.0,19.0,1.0
32029284,EMEF ANTONIO FRANCISCO ERLACHER,Domingos Martins,3,1,0.0,0.0,0.0
32029292,EEEFM GISELA SALLOKER FAYET,Domingos Martins,2,1,0.0,0.0,0.0
32029306,EEEFM PONTO DO ALTO,Domingos Martins,2,1,0.0,0.0,0.0
32029330,EMUEF GOIABEIRAS,Domingos Martins,3,2,0.0,0.0,0.0
32062982,EMEF FAZENDA OSVALDO RETZ,Domingos Martins,3,2,5.0,21.0,1.0
32070900,CMEI PONTO ALTO,Domingos Martins,3,1,17.0,147.0,11.0
32078960,CMEI DE PEROBAS,Domingos Martins,3,1,8.0,68.0,5.0
32081910,CMEI DE PARAJU,Domingos Martins,3,2,7.0,73.0,4.0
32046600,EMUEF TRES ESTADOS,Dores do Rio Preto,3,2,0.0,0.0,0.0
32046626,EMEF PEDRA MENINA,Dores do Rio Preto,3,2,3.0,8.0,1.0
32046634,EEEFM PEDRO DE ALCANTARA GALVEAS,Dores do Rio Preto,2,1,0.0,0.0,0.0
32046707,EMEF CACHOEIRA ALEGRE,Dores do Rio Preto,3,2,0.0,0.0,0.0
32046766,EMUEF SANTA MARTA,Dores do Rio Preto,3,2,0.0,0.0,0.0
32077947,CMEIEF CRISTINA PEIXOTO DO CARMO,Dores do Rio Preto,3,1,14.0,127.0,8.0
32046790,EMEF MUNDO NOVO,Dores do Rio Preto,3,1,0.0,0.0,0.0
32065396,CMEI CLEA MARTINS GALVEAS DE OLIVEIRA,Dores do Rio Preto,3,1,6.0,62.0,4.0
32046642,EEEFM SAO JOSE - DORES DO RIO PRETO,Dores do Rio Preto,2,1,0.0,0.0,0.0
32069766,CMEIEF FUTURO BRILHANTE,Dores do Rio Preto,3,1,9.0,65.0,5.0
32002602,EMEIEF PALMEIRAS,Ecoporanga,3,2,3.0,38.0,2.0
32002874,EMEIEF PROFESSORA AURORA ARAUJO FRANZOTTI,Ecoporanga,3,2,1.0,8.0,1.0
32002882,EMUEF CORREGO DO PARAISO,Ecoporanga,3,2,0.0,0.0,0.0
32002904,EMEIEF MURITIBA,Ecoporanga,3,2,1.0,12.0,1.0
32002912,EMEIEF PROFESSORA PETRONILIA MARIA DA SILVA,Ecoporanga,3,2,1.0,13.0,1.0
32002920,EMEIEF SENHOR WALDEMAR FIANCO,Ecoporanga,3,2,1.0,11.0,1.0
32002939,CEEFMTI DANIEL COMBONI,Ecoporanga,2,1,0.0,0.0,0.0
32002947,EMEF DR BOLIVAR DE ABREU,Ecoporanga,3,1,0.0,0.0,0.0
32002955,EMEIEF JOSE FRANCISCO DE OLIVEIRA,Ecoporanga,3,1,15.0,158.0,11.0
32002980,EMEFTI PROF BENEDITA MONTEIRO,Ecoporanga,3,1,0.0,0.0,0.0
32003005,EEEFM ECOPORANGA,Ecoporanga,2,1,0.0,0.0,0.0
32003315,CMEI EBER TEIXEIRA FIGUEIREDO,Ecoporanga,3,1,12.0,103.0,7.0
32003331,CMEI PROFESSORA ESDRA DA SILVA MATOS SOUSA,Ecoporanga,3,1,13.0,103.0,9.0
32003340,CMEI PINGO DE GENTE,Ecoporanga,3,2,0.0,0.0,0.0
32003358,CMEI SR WALDEMAR FIANCO,Ecoporanga,3,2,0.0,0.0,0.0
32003374,CMEI PROFª PETRONILIA MARIA DA SILVA,Ecoporanga,3,2,0.0,0.0,0.0
32003382,CAEE ROSA DE SARON - PESTALOZZI,Ecoporanga,4,1,0.0,0.0,0.0
32003552,CMEI JARDIM ENCANTADO,Ecoporanga,3,1,20.0,385.0,18.0
32003668,EMUEF CORREGO DA JACUTINGA,Ecoporanga,3,2,0.0,0.0,0.0
32003820,CMEI CASINHA FELIZ,Ecoporanga,3,1,2.0,47.0,2.0
32068395,EMEF FAMILIA RURAL DE ECOPORANGA,Ecoporanga,3,2,0.0,0.0,0.0
32077750,EMUEF PROF PAULA AGUIAR DE OLIVEIRA,Ecoporanga,3,2,0.0,0.0,0.0
32081960,CMEI PROF ELIVANE PEREIRA DE CARVALHO,Ecoporanga,3,2,0.0,0.0,0.0
32083041,COLEGIO INTERATIVO ECOPORANGA,Ecoporanga,4,1,3.0,20.0,2.0
32095813,CMEI PROFª AURORA ARAUJO FRANZOTTI,Ecoporanga,3,2,0.0,0.0,0.0
32003463,EMUEF FAZENDA DINO FERREIRA,Ecoporanga,3,2,0.0,0.0,0.0
32003471,EEUEF FAZENDA SANTOS,Ecoporanga,2,2,0.0,0.0,0.0
32003498,EEEF COTAXE,Ecoporanga,2,1,0.0,0.0,0.0
32003510,EMUEF FAZENDA MINERVA,Ecoporanga,3,2,0.0,0.0,0.0
32003544,EMUEF SAO GERALDO,Ecoporanga,3,2,0.0,0.0,0.0
32003560,CMEI PREF DELIO R CORREA,Ecoporanga,3,1,3.0,29.0,2.0
32003595,EEEFM JOSE TEIXEIRA FIALHO,Ecoporanga,2,1,0.0,0.0,0.0
32003625,EMUEF CORREGO DA FACA,Ecoporanga,3,2,0.0,0.0,0.0
32072791,CMEI PROF IVANI MAGALHAES BRITO,Ecoporanga,3,1,4.0,43.0,3.0
32003773,EMUEF PATRIMONIO DE ITAPEBA,Ecoporanga,3,2,0.0,0.0,0.0
32003781,EMEIEF PROFESSORA MARIA LUZIA LOURENCO,Ecoporanga,3,2,1.0,11.0,1.0
32003790,EEEFM DE JOASSUBA SR ANTONIO PATRICIO DE FONTOURA,Ecoporanga,2,1,0.0,0.0,0.0
32101821,CMEI PROFª MARIA LUZIA LOURENCO,Ecoporanga,3,2,0.0,0.0,0.0
32101830,CMEI PROFª JUSSARA BATISTA DE FREITAS,Ecoporanga,3,2,0.0,0.0,0.0
32080387,CMEI PREFEITO FRANCISCO ROBERTO FIGUEIREDO GOMES,Ecoporanga,3,2,0.0,0.0,0.0
32002971,EEEF PATRIMONIO PRATA DOS BAIANOS,Ecoporanga,2,1,0.0,0.0,0.0
32003323,CMEI GENTE MIUDA,Ecoporanga,3,1,2.0,29.0,2.0
32003862,EMEIEF PROFESSORA ELIVANE PEREIRA DE CARVALHO,Ecoporanga,3,2,1.0,3.0,1.0
32003889,EMUEF FAZENDA TEIXEIRA,Ecoporanga,3,2,0.0,0.0,0.0
32003960,EMUEF FAZENDA VALDOMIRO L DE FREITAS,Ecoporanga,3,2,0.0,0.0,0.0
32004001,EMEIEFTI SANTA LUZIA DO NORTE,Ecoporanga,3,1,5.0,25.0,2.0
32002998,EEEF SANTA TEREZINHA,Ecoporanga,2,1,0.0,0.0,0.0
32003366,CMEI PROF LUSBEL PRETTI FREITAS,Ecoporanga,3,1,2.0,24.0,1.0
32020880,CMEI CLEMENTINA BROSEGHINI CARRETA,Fundão,3,1,15.0,129.0,12.0
32020899,EMEF ELOY MIRANDA,Fundão,3,1,0.0,0.0,0.0
32020902,EMEF PROFESSOR ERNESTO NASCIMENTO,Fundão,3,1,0.0,0.0,0.0
32020910,CEEFMTI NAIR MIRANDA,Fundão,2,1,0.0,0.0,0.0
32020996,CMEI SAO JOSE,Fundão,3,1,15.0,167.0,12.0
32021003,CMEI SANTA TEREZINHA,Fundão,3,1,15.0,141.0,10.0
32021119,EMCTI PAULO FREIRE,Fundão,3,2,6.0,24.0,2.0
