CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,TP_DEPENDENCIA,TP_LOCALIZACAO,QT_DOC_INF,QT_MAT_INF,QT_TUR_INF
32035926,CE HENRIQUE VALENTIM,Serra,4,1,0.0,0.0,0.0
32035977,COLEGIO ATUANTE,Serra,4,1,0.0,0.0,0.0
32036027,EEEF PREFEITO JOSE MARIA MIGUEL FEU ROSA,Serra,2,1,0.0,0.0,0.0
32036051,EEEFM ANTONIO ENGRACIO DA SILVA,Serra,2,1,0.0,0.0,0.0
32036086,EEEFM ARLINDO FERREIRA LOPES,Serra,2,1,0.0,0.0,0.0
32036175,EEEF JUDITH LEAO CASTELO RIBEIRO,Serra,2,1,0.0,0.0,0.0
32036183,EEEF MANOEL LOPES,Serra,2,1,0.0,0.0,0.0
32036191,EEEFM MARIA PENEDO,Serra,2,1,0.0,0.0,0.0
32036205,EEEFM MARINETE DE SOUZA LIRA,Serra,2,1,0.0,0.0,0.0
32036213,EEEFM MARINGA,Serra,2,1,0.0,0.0,0.0
32036264,EMEF ANTONIO VIEIRA DE REZENDE,Serra,3,1,0.0,0.0,0.0
32036353,EMEF IRMA DULCE,Serra,3,1,0.0,0.0,0.0
32036442,EEEFM NOVA CARAPINA,Serra,2,1,0.0,0.0,0.0
32036450,CMEI OLINDINA LEAO NUNES,Serra,3,1,18.0,243.0,16.0
32036477,EEEFM MARIA JOSE ZOUAIN DE MIRANDA,Serra,2,1,0.0,0.0,0.0
32036493,EEEFM PROF JURACI MACHADO,Serra,2,1,0.0,0.0,0.0
32036566,EEEFM CLOTILDE RATO,Serra,2,1,0.0,0.0,0.0
32036949,CMEI INFANCIA FELIZ,Serra,3,1,22.0,284.0,16.0
32036973,CMEI JOSE LUIZ DE DEUS AMADO,Serra,3,1,20.0,210.0,12.0
32036990,CMEI SONHO DOURADO,Serra,3,1,15.0,128.0,10.0
32037040,CMEI OLINDA ROSA DA SILVA,Serra,3,1,27.0,326.0,20.0
32037058,CMEI VOVO RITINHA,Serra,3,1,11.0,110.0,10.0
32037171,EEEFM GERMANO ANDRE LUBE,Serra,2,1,0.0,0.0,0.0
32037180,EEEFM JACARAIPE,Serra,2,1,0.0,0.0,0.0
32037252,COLEGIO LATINO AMERICANO - CLAM,Serra,4,1,0.0,0.0,0.0
32037287,EI PROF EDLA SILVEIRA SAMPAIO,Serra,4,1,0.0,0.0,0.0
32037295,CMEI A PEQUENA MANJEDOURA,Serra,3,1,24.0,274.0,16.0
32037309,PE MUL JOSE DE ANCHIETA,Serra,3,1,0.0,0.0,0.0
32037317,CENTRO DE ATIV EDUCACIONAIS MUNDO LIVRE,Serra,4,1,5.0,33.0,3.0
32037333,ESCOLA ADVENTISTA DA SERRA,Serra,4,1,6.0,31.0,3.0
32037350,EEEFM LARANJEIRAS,Serra,2,1,0.0,0.0,0.0
32037368,EEEFM ARISTOBULO BARBOSA LEAO,Serra,2,1,0.0,0.0,0.0
32037392,ESCOLA LAURA NASCIMENTO LOUREIRO,Serra,4,1,0.0,0.0,0.0
32065019,UNIDADE EDUCACIONAL SESI CST,Serra,4,1,0.0,0.0,0.0
32065248,COLEGIO AMERICANO BATISTA DE LARANJEIRAS - INSTITUTO ENSINAR BRASIL,Serra,4,1,6.0,33.0,3.0
32065264,EEEFM FRANCISCA PEIXOTO MIGUEL,Serra,2,1,0.0,0.0,0.0
32065310,COLEGIO APICE,Serra,4,1,6.0,88.0,8.0
32065337,CRI PATATI PATATA,Serra,4,1,0.0,0.0,0.0
32066333,EEEFM ZUMBI DOS PALMARES - SERRA,Serra,2,1,0.0,0.0,0.0
32066341,CRECHE DOCE MAR,Serra,4,1,0.0,0.0,0.0
32066880,CE DARWIN GRANDE VITORIA,Serra,4,1,0.0,0.0,0.0
32067704,EMEF PROF VALERIA MARIA MIRANDA,Serra,3,1,0.0,0.0,0.0
32067712,EMEF PROFª AMELIA LOUREIRO BARROSO,Serra,3,1,0.0,0.0,0.0
32067720,ESCOLINHA RENASCER,Serra,4,1,0.0,0.0,0.0
32067763,CMEI MARINA DO NASCIMENTO CAMILO,Serra,3,1,25.0,319.0,20.0
32068034,EMEF MARIA ANSELMO,Serra,3,1,0.0,0.0,0.0
32068727,CMEI PROF DILZA MARIA DE LIMA,Serra,3,1,24.0,331.0,18.0
32068743,EMEF PAULO FREIRE,Serra,3,1,0.0,0.0,0.0
32070063,CAEE HELENA ANTIPOFF - PESTALOZZI,Serra,4,1,0.0,0.0,0.0
32070837,EMEF JOAO CALMON,Serra,3,1,0.0,0.0,0.0
32073437,META CURSOS PREPARATORIOS,Serra,4,1,0.0,0.0,0.0
32073909,CMEI EDVALDO LIMA DOS SANTOS,Serra,3,1,21.0,275.0,16.0
32074220,CMEI ZELINDA REGINA BIAZUTTI LEITE,Serra,3,1,22.0,280.0,16.0
32075111,CMEI PROF MARIA JOSE DO NASCIMENTO,Serra,3,1,24.0,251.0,16.0
32075120,CRECHE PUTIRI,Serra,3,2,0.0,0.0,0.0
32075138,EMEF ALDARY NUNES,Serra,3,1,0.0,0.0,0.0
32075146,EMEF JORGE AMADO,Serra,3,1,0.0,0.0,0.0
32075901,CE SERRANO - COLEGIO ALTERNATIVO,Serra,4,1,4.0,27.0,2.0
32075979,IFES - CAMPUS SERRA,Serra,1,1,0.0,0.0,0.0
32076126,CMEI CRIANCA FELIZ,Serra,3,1,24.0,262.0,16.0
32076134,EMEF HERBERT DE SOUZA,Serra,3,1,0.0,0.0,0.0
32077513,EMEF ABEL BEZERRA,Serra,3,1,0.0,0.0,0.0
32077530,EMEF LEONEL DE MOURA BRIZOLA,Serra,3,1,0.0,0.0,0.0
32077734,EMEF CENTRO DE JACARAIPE,Serra,3,1,0.0,0.0,0.0
32077785,EMEF PROFESSORA ANGELA MARIA PEREIRA BARCELOS,Serra,3,1,0.0,0.0,0.0
32077831,SOCIEDADE EDUCACIONAL LINUS,Serra,4,1,6.0,41.0,5.0
32078030,CRECHE E ESCOLA PINGO DE GENTE,Serra,4,1,0.0,0.0,0.0
32078072,CE MADALENA ALBANO,Serra,4,1,0.0,0.0,0.0
32078838,EMEF ISMENIO DE ALMEIDA VIDIGAL,Serra,3,1,0.0,0.0,0.0
32079141,CENTRO UNIVERSO DE EDUCACAO E DESENVOLVIMENTO LTDA,Serra,4,1,0.0,0.0,0.0
32079320,ESCOLA TECNICA CEDTEC,Serra,4,1,0.0,0.0,0.0
32079621,CMEI INTEGRACAO MARINGA E MATA DA SERRA,Serra,3,1,22.0,267.0,16.0
32079826,CMEI JOCILA PEREIRA AMORIM,Serra,3,1,27.0,358.0,20.0
32079877,SENAI ES - CENTRO DE EDUCACAO PROFISSIONAL JONES SANTOS NEVES,Serra,4,1,0.0,0.0,0.0
32079907,CENTRO DE EDUCACAO PROFISSIONAL SIENATEC,Serra,4,1,0.0,0.0,0.0
32080271,CMEI CORA CORALINA,Serra,3,1,27.0,358.0,20.0
32080301,CMEI GERALDA CARVALHO PATROCINIO,Serra,3,1,19.0,179.0,10.0
32080310,CMEI CARLOS ROBERTO OLIVEIRA DE SOUZA,Serra,3,1,19.0,294.0,16.0
32080590,CE SAO FRANCISCO DE ASSIS,Serra,4,1,0.0,0.0,0.0
32080735,EEEFM SERRA SEDE,Serra,2,1,0.0,0.0,0.0
32081146,ESCOLA SIENA,Serra,4,1,5.0,38.0,3.0
32081430,IDEA - INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL E ASSESSORIA EIRELI ME,Serra,4,1,0.0,0.0,0.0
32081618,CEEFMTI JOAQUIM BEATO,Serra,2,1,0.0,0.0,0.0
32081707,CMEI EDSON VARGAS BARBOSA,Serra,3,1,22.0,298.0,18.0
32081715,CMEI GEANDERSON JESUINO DOS SANTOS,Serra,3,1,14.0,153.0,10.0
32081731,CMEI JARBAS SILVA FILHO,Serra,3,1,26.0,349.0,18.0
32081766,CMEI VANTUIL RAIMUNDO BESSA,Serra,3,1,26.0,313.0,16.0
32081774,EMEF ABRAHAO GOMES DE ARAUJO,Serra,3,1,0.0,0.0,0.0
32082002,CMEI PAULO MARTINHO GOMES,Serra,3,1,14.0,169.0,10.0
32082070,CEDTEC ENSINO E SOLUCOES DIDATICAS LTDA,Serra,4,1,0.0,0.0,0.0
32082223,CEEFMTI DR GETUNILDO PIMENTEL,Serra,2,1,0.0,0.0,0.0
32082550,ESCOLA INTEGRA LTDA ME,Serra,4,1,3.0,66.0,4.0
32082614,CENTRO DE EDUCACAO INFANTIL IDADE KIDS,Serra,4,1,7.0,67.0,11.0
32082940,CMEI ALAYDE DE SOUZA MORAES,Serra,3,1,28.0,355.0,20.0
32083378,CMEI PROFESSORA MARILDA RODRIGUES CARVALHO,Serra,3,1,24.0,221.0,16.0
32083491,CMEI MARIA MADALENA PRADO DA SILVA,Serra,3,1,10.0,85.0,5.0
32083742,CENTRO EDUCACIONAL MUNDO DO SABER - UNIDADE MORADA INFANTIL,Serra,4,1,8.0,114.0,9.0
32083904,CMEI SEBASTIAO CAMILO DE ALVARENGA,Serra,3,1,15.0,141.0,8.0
32083971,ESCOLA SANTA TEREZINHA,Serra,4,1,0.0,0.0,0.0
32086202,INSTITUTO EDUCACIONAL JOHN KNOX,Serra,4,1,0.0,0.0,0.0
32092202,UCL - FACULDADE DO CENTRO LESTE,Serra,4,1,0.0,0.0,0.0
32093403,CMEI VILA NOVA DE COLARES,Serra,3,1,28.0,390.0,20.0
32093802,EMEF PROF IOLANDA SCHINEIDER RANGEL DA SILVA,Serra,3,1,0.0,0.0,0.0
32094000,CMEI VOVO REILLY DUARTE,Serra,3,1,12.0,95.0,6.0
32094205,EMEF CIDADE POMAR,Serra,3,1,0.0,0.0,0.0
32102100,EMEF NEUSA MARIA PEYNEAU,Serra,3,1,0.0,0.0,0.0
32102119,CMEI LUCIANO DE SOUZA RANGEL,Serra,3,1,24.0,331.0,20.0
32102135,CMEI REGIONAL SILVESTRE MARQUES DE AZEVEDO,Serra,3,1,26.0,381.0,20.0
32102143,CMEI JURANDIR GAMA BORGES,Serra,3,1,20.0,281.0,16.0
32102186,CMEI REGIONAL SAO LOURENCO,Serra,3,1,22.0,236.0,16.0
32134010,EEEFM VILA NOVA DE COLARES,Serra,2,1,0.0,0.0,0.0
32035691,CLASSE CHAPADA GRANDE VINCULADA A EMEF BELVEDERE,Serra,3,2,0.0,0.0,0.0
32035721,CLASSE MORRO DA PALHA VINCULADA A EMEF BELVEDERE,Serra,3,2,0.0,0.0,0.0
32035764,CLASSE SANTIAGO VINCULADA A EMEF BELVEDERE,Serra,3,2,0.0,0.0,0.0
32035500,EEEFM PROFESSOR JOAO ANTUNES DAS DORES,Serra,2,1,0.0,0.0,0.0
32035829,CE LEVINO FANZERES,Serra,4,1,3.0,20.0,3.0
32035837,CENTRO EDUCACIONAL VALPARAISO,Serra,4,1,0.0,0.0,0.0
32035861,COLEGIO PROUDHON,Serra,4,1,0.0,0.0,0.0
32035896,CENTRO EDUCACIONAL DINAMICO LTDA ME,Serra,4,1,2.0,14.0,2.0
32035900,EMEF DR HELIO FERRAZ,Serra,3,1,0.0,0.0,0.0
32035934,CE INFANTO JUVENIL,Serra,4,1,0.0,0.0,0.0
32035942,CE PRIMEIROS PASSOS,Serra,4,1,0.0,0.0,0.0
32035993,CRECHE PASSO A PASSO,Serra,4,1,2.0,26.0,2.0
32036035,EPG ADVENTISTA DE PORTO CANOA,Serra,4,1,0.0,0.0,0.0
32036043,EMEF AMERICO GUIMARAES COSTA,Serra,3,1,0.0,0.0,0.0
32036060,EEEFM ANTONIO LUIZ VALIATI,Serra,2,1,0.0,0.0,0.0
32036094,EEEF CARAPEBUS,Serra,2,1,0.0,0.0,0.0
32036116,EEEFM D JOAO BATISTA DA MOTTA E ALBUQUERQUE,Serra,2,1,0.0,0.0,0.0
32036124,EEEFM ELICE BAPTISTA GAUDIO,Serra,2,1,0.0,0.0,0.0
32036132,EMEF ELPIDIA COIMBRA,Serra,3,1,0.0,0.0,0.0
32036140,EMEF FEU ROSA,Serra,3,1,0.0,0.0,0.0
32036159,EMEF FLOR DE CACTUS,Serra,3,1,0.0,0.0,0.0
32036167,EEEF JONES JOSE DO NASCIMENTO,Serra,2,1,0.0,0.0,0.0
32036221,EEEFM MESTRE ALVARO,Serra,2,1,0.0,0.0,0.0
32036230,EMEF MINISTRO PETRONIO PORTELLA,Serra,3,1,0.0,0.0,0.0
32036248,EMEF ALTAIR SIQUEIRA COSTA,Serra,3,1,0.0,0.0,0.0
32036272,EMEF AUGUSTO RUSCHI,Serra,3,1,0.0,0.0,0.0
32036299,EMEF AURENIRIA CORREA PIMENTEL,Serra,3,1,0.0,0.0,0.0
32036310,EMEF DINORAH PEREIRA BARCELLOS,Serra,3,1,0.0,0.0,0.0
32036345,EMEF GOVERNADOR CARLOS LINDEMBERG,Serra,3,1,0.0,0.0,0.0
32036361,EMEF JONAS FARIAS,Serra,3,1,0.0,0.0,0.0
32036370,EMEF LACY ZULEICA NUNES,Serra,3,1,0.0,0.0,0.0
32036396,EMEF OLIVINA SIQUEIRA,Serra,3,1,0.0,0.0,0.0
32036400,EMEF PADRE GABRIEL,Serra,3,1,0.0,0.0,0.0
32036418,EMEF SAO DIOGO,Serra,3,1,0.0,0.0,0.0
32036426,EMEF SONIA REGINA GOMES REZENDE FRANCO,Serra,3,1,0.0,0.0,0.0
32036434,EMEF TANCREDO ALMEIDA NEVES,Serra,3,1,0.0,0.0,0.0
32036507,EMEF PROFESSORA MARIA MAGDALENA PISA,Serra,3,1,0.0,0.0,0.0
32036515,EMEF PROFESSORA ANNA GOMES,Serra,3,1,0.0,0.0,0.0
32036523,EEEFM ROMULO CASTELLO,Serra,2,1,0.0,0.0,0.0
32036531,EEEFM SIZENANDO PECHINCHA,Serra,2,1,0.0,0.0,0.0
32036540,EEEF TAQUARA I,Serra,2,1,0.0,0.0,0.0
32036558,EEEFM BELMIRO TEIXEIRA PIMENTA,Serra,2,1,0.0,0.0,0.0
32036574,EEEFM IRACEMA CONCEICAO SILVA,Serra,2,1,0.0,0.0,0.0
32036582,EEEFM PROF HILDA MIRANDA NASCIMENTO,Serra,2,1,0.0,0.0,0.0
32036671,ESCOLA MULTIPLA,Serra,4,1,6.0,57.0,3.0
32036710,ESCOLA BEIJA FLOR,Serra,4,1,0.0,0.0,0.0
32036736,ESCOLA CRESCER E APRENDER,Serra,4,1,1.0,7.0,1.0
32036760,CAEE DR PEDRO FEU ROSA - APAE,Serra,4,1,0.0,0.0,0.0
32036795,PE BRINCANDO E APRENDENDO,Serra,4,1,0.0,0.0,0.0
32036850,COLEGIO PRECISAO,Serra,4,1,0.0,0.0,0.0
32036922,CMEI BEM ME QUER,Serra,3,1,22.0,253.0,16.0
32036930,CMEI CENTRAL CARAPINA,Serra,3,1,27.0,319.0,20.0
32036965,CMEI AMELIA PEREIRA,Serra,3,1,15.0,259.0,16.0
32036981,CMEI CURUMIM,Serra,3,1,20.0,232.0,16.0
32037007,CMEI PROF MARIA HILDA ALEIXO,Serra,3,1,26.0,355.0,20.0
32037015,CMEI PENELOPE,Serra,3,1,18.0,275.0,16.0
32037023,PE PINGO DE GENTE,Serra,4,1,0.0,0.0,0.0
32037031,CMEI RAIO DE SOL,Serra,3,1,31.0,337.0,20.0
32037082,CMEI GENTE MIUDA,Serra,3,1,17.0,274.0,14.0
32037120,CMEI MORANGUINHO,Serra,3,1,22.0,300.0,14.0
32037139,CMEI MARILIA MODESTO MONTEIRO,Serra,3,1,31.0,371.0,20.0
32037163,EEEFM FRANCISCO NASCIMENTO,Serra,2,1,0.0,0.0,0.0
32037260,EEEFM SILVIO EGITO SOBRINHO,Serra,2,1,0.0,0.0,0.0
32037279,EMEF MANOEL CARLOS DE MIRANDA,Serra,3,1,0.0,0.0,0.0
32037406,CMEI DEBORA DE MORAES CAITANO -DONA NINA,Serra,3,1,19.0,174.0,12.0
32065213,ESCOLA OCEANUS,Serra,4,1,0.0,0.0,0.0
32065221,CE LUNETE,Serra,4,1,0.0,0.0,0.0
32065329,CRECHE ESCOLA LUA E SOL,Serra,4,1,0.0,0.0,0.0
32065345,PE PEQUENO GALILEU,Serra,4,1,0.0,0.0,0.0
32065353,CE LINUS PAULING,Serra,4,1,11.0,123.0,8.0
32065370,EEEFM PROF MARIA OLINDA DE OLIVEIRA MENEZES,Serra,2,1,0.0,0.0,0.0
32067739,CE SANFREI,Serra,4,1,0.0,0.0,0.0
32067810,EMEF PROF NALY DA ENCARNACAO MIRANDA,Serra,3,1,0.0,0.0,0.0
32067828,EMEF IRMA CLEUSA CAROLINA RODY COELHO,Serra,3,1,0.0,0.0,0.0
32067836,EMEF NOVO HORIZONTE,Serra,3,1,0.0,0.0,0.0
32067844,EMEF PROF LUIZ BAPTISTA,Serra,3,1,0.0,0.0,0.0
32068239,CMEI JOSE VALTER,Serra,3,1,25.0,239.0,14.0
32068247,CMEI PROF LEILA THEODORO,Serra,3,1,21.0,381.0,20.0
32068735,CMEI PRIMEIRO PASSO,Serra,3,1,25.0,231.0,16.0
32070756,CE AUGUSTO FERREIRA,Serra,4,1,0.0,0.0,0.0
32070845,CENTRO EDUCACIONAL CASTELO,Serra,4,1,4.0,42.0,2.0
32070853,EEEF FRANCISCO ALVES MENDES,Serra,2,1,0.0,0.0,0.0
32074239,CMEI HELENA MOREIRA CORREA,Serra,3,1,20.0,246.0,14.0
32075103,EMEF JOAO PAULO II,Serra,3,1,0.0,0.0,0.0
32075154,EMEF PROFª AUREA MARIA ANDRADE SILVA FELICIO,Serra,3,1,0.0,0.0,0.0
32075944,ESCOLA SIENA - LARANJEIRAS,Serra,4,1,0.0,0.0,0.0
32076509,PE E HORA DE APRENDER,Serra,4,1,0.0,0.0,0.0
32076622,CEI NOVO CAMINHO,Serra,4,1,0.0,0.0,0.0
32077521,CMEI ESPACO FELIZ,Serra,3,1,14.0,242.0,14.0
32078846,EMEF MANOEL VIEIRA LESSA,Serra,3,1,0.0,0.0,0.0
32078897,EMEF ESPACO ALTERNATIVO JARDIM CARAPINA,Serra,3,1,0.0,0.0,0.0
32079796,EMEF BICANGA,Serra,3,1,0.0,0.0,0.0
32079800,CMEI ZILDA ARNS,Serra,3,1,21.0,358.0,20.0
32080026,CMEI PROF SANDRA MARIA NEPOMUCENO DALLABERNARDINA,Serra,3,1,28.0,373.0,20.0
32080182,COLEGIO CONTEC - UNIDADE CARAPINA,Serra,4,1,0.0,0.0,0.0
32080280,CMEI PROF MARIA AMELIA DA CONCEICAO ROSA,Serra,3,1,25.0,283.0,19.0
32080298,CMEI PROFª VERA CALMON MATTEDI,Serra,3,1,18.0,382.0,20.0
32081049,CENTRO EDUCACIONAL ALTERNATIVO KIDS,Serra,4,1,4.0,16.0,2.0
32081090,EMEF MARIA HELENA BAIOCO VASCONCELOS,Serra,3,1,0.0,0.0,0.0
32081138,EMEF CARLA PATRICIA DE OLIVEIRA PAULA,Serra,3,1,0.0,0.0,0.0
32081600,CMEI PROF ANGELINA VASCONCELLOS MACHADO,Serra,3,1,20.0,357.0,20.0
32081995,CMEI SUELI LARRUBIA MUNIZ,Serra,3,1,25.0,294.0,16.0
32082266,CMEI ORLANDO MIRANDA DE FREITAS,Serra,3,1,19.0,370.0,18.0
32082444,CMEI CLARINDO PENHA,Serra,3,1,24.0,265.0,16.0
32082452,CMEI NATALIA RAMOS CAMPOS,Serra,3,1,22.0,284.0,16.0
32082525,CMEI SELMA NACIF ELIAS,Serra,3,1,17.0,160.0,10.0
32082657,CMEI JOAO CARVALHO DE SOUZA,Serra,3,1,25.0,263.0,16.0
32082754,CENTRO DE EDUCACAO BASICA E PROFISSIONAL HENRIQUE MEYERFREUND - SESI,Serra,4,1,0.0,0.0,0.0
32082789,GRAUSERRA EDUCACIONAL LTDA,Serra,4,1,0.0,0.0,0.0
32082886,ESCOLA DE ENSINO FUNDAMENTAL IDADE KIDS LTDA,Serra,4,1,0.0,0.0,0.0
32083092,CENTRO DE EDUCACAO UNIVERSIDADE INFANTIL,Serra,4,1,4.0,36.0,4.0
32083440,CENTRO EDUCACIONAL MUNDO DO SABER,Serra,4,1,5.0,73.0,15.0
32083459,CENTRO EDUCACIONAL MARINHEIROS DO SABER,Serra,4,1,7.0,72.0,5.0
32083483,CENTRO EDUCACIONAL ARCO IRIS,Serra,4,1,7.0,62.0,4.0
32083718,CENTRO EDUCACIONAL MUNDO DO SABER - UNIDADE MORADA FUNDAMENTAL,Serra,4,1,0.0,0.0,0.0
32084161,ESCOLA BRASILEIRA CRISTA,Serra,4,1,0.0,0.0,0.0
32093608,CMEI VOVO ENADINA F PORCILIANA,Serra,3,1,16.0,182.0,12.0
32102151,CMEI ANTONIO LAIA DA SILVA,Serra,3,1,28.0,353.0,20.0
32102160,CMEI NILDA VANETTE,Serra,3,1,29.0,313.0,20.0
32102178,CMEI OCEANIA,Serra,3,1,14.0,181.0,10.0
32102194,CMEI SAO PATRICIO,Serra,3,1,27.0,373.0,20.0
32123000,EMEF DOM JOSE MAURO PEREIRA BASTOS,Serra,3,1,0.0,0.0,0.0
32123019,CMEI TIO LEANDRO,Serra,3,1,26.0,242.0,16.0
32124007,EMEF DE TEMPO INTEGRAL PROF EULALIA FALQUETTO GUSMANN,Serra,3,1,0.0,0.0,0.0
32035675,CLASSE PUTIRI VINCULADA A EMEF BELVEDERE,Serra,3,2,0.0,0.0,0.0
32037210,CMEI PROFª MARIA ANGELA TEIXEIRA SIMOES,Serra,3,1,16.0,297.0,16.0
32037430,CE SAGRADO CORACAO DE JESUS,Serra,4,1,5.0,15.0,3.0
32037465,EMEF LEONOR MIGUEL FEU ROSA,Serra,3,1,0.0,0.0,0.0
32037473,EEEF VIRGINIO PEREIRA,Serra,2,1,0.0,0.0,0.0
32037481,EMEF JULITE MIRANDA FREITAS,Serra,3,1,0.0,0.0,0.0
32068212,CMEI LETICIA PEDRO,Serra,3,1,17.0,151.0,12.0
32068760,CMEI PROFª VERA LUCIA LOURENCON BARCELOS,Serra,3,1,21.0,434.0,20.0
32073984,EMEF DOM HELDER PESSOA CAMARA,Serra,3,1,0.0,0.0,0.0
32074247,EMEF PROF DARCY RIBEIRO,Serra,3,1,0.0,0.0,0.0
32074425,EEEFM ANTONIO JOSE PEIXOTO MIGUEL,Serra,2,1,0.0,0.0,0.0
32075871,CE SONHO ENCANTADO,Serra,4,1,0.0,0.0,0.0
32075952,PE CLUBINHO,Serra,4,1,0.0,0.0,0.0
32077777,COLEGIO SENA,Serra,4,1,0.0,0.0,0.0
32078161,CMEI AGNES NEVES COUTINHO,Serra,3,1,20.0,238.0,14.0
32079818,CMEI PROF ALAIDE ALVARENGA LIRIO ROCHA,Serra,3,1,23.0,313.0,20.0
32079885,COLEGIO EOP EDUCAR ORIENTAR E PROGREDIR,Serra,4,1,4.0,10.0,2.0
32080255,EMEF PROF MARIA ISTELA MODENESI,Serra,3,1,0.0,0.0,0.0
32081588,CLASSE JARDIM NOVA ALMEIDA VINCULADA A EMEF BELVEDERE,Serra,3,2,0.0,0.0,0.0
32081596,CMEI JORGE SANTANA CORREA,Serra,3,1,14.0,185.0,10.0
32081723,CMEI GUIOMAR ARAUJO BULHOES,Serra,3,1,24.0,317.0,16.0
32082045,EMEF RUBEM ALVES,Serra,3,1,0.0,0.0,0.0
32102127,EMEF VALERIANA ROSA CEZAR,Serra,3,1,0.0,0.0,0.0
32037546,CLASSE MORRINHOS VINCULADA A EMEF BELVEDERE,Serra,3,2,0.0,0.0,0.0
32022948,EEPEF CORREGO CALCADO,Sooretama,2,2,0.0,0.0,0.0
32022972,EEPEF OVIDIO CARLOS DE MIRANDA BRITO,Sooretama,2,2,0.0,0.0,0.0
32022999,EMEF ALEGRE,Sooretama,3,1,0.0,0.0,0.0
32023014,EEEFM ARMANDO BARBOSA QUITIBA,Sooretama,2,1,0.0,0.0,0.0
32023022,EMEF PROFESSORA MARIA DIVINA CAMPANHARO DA SILVA,Sooretama,3,2,0.0,0.0,0.0
32023049,EMEF REGINA BOLSSANELLO FORNAZIER,Sooretama,3,2,0.0,0.0,0.0
32023057,EMEF LUCILENE LIRA GAMA,Sooretama,3,2,0.0,0.0,0.0
32023065,EMEF PROFESSOR ALBERTO STANGE JUNIOR,Sooretama,3,1,0.0,0.0,0.0
32023170,EMEF VEREADOR JAIR FABRES PINTO,Sooretama,3,2,0.0,0.0,0.0
32023200,CEIM FAZENDA DOMINGOS CORREIA,Sooretama,3,2,10.0,75.0,6.0
32023235,EEPEF JOEIRANA,Sooretama,2,2,0.0,0.0,0.0
32023324,EEUEF NOVA PARANA,Sooretama,2,2,0.0,0.0,0.0
32023383,CEIM ELENITA BARBOSA GAMA,Sooretama,3,2,10.0,71.0,7.0
32023405,PEM LEIA DOS SANTOS,Sooretama,3,1,20.0,303.0,16.0
32023413,CEIM ADAIR POUBEL DE ALMEIDA,Sooretama,3,2,23.0,220.0,14.0
32023421,PEM GENTE MIUDA,Sooretama,3,2,0.0,0.0,0.0
32023448,PEM PAULO CEZAR FORNAZIER,Sooretama,3,2,0.0,0.0,0.0
32024100,EMPEF CORREGO RODRIGUES,Sooretama,3,2,0.0,0.0,0.0
32024460,CEMEIF JOSE MARTINS,Sooretama,3,2,6.0,55.0,4.0
32064551,CEIM AURORA NUNES DE OLIVEIRA,Sooretama,3,1,21.0,249.0,12.0
32064578,PEM GIRASSOL,Sooretama,3,2,6.0,65.0,4.0
32068425,CEIM MIGUEL ALVES DA CUNHA,Sooretama,3,1,19.0,143.0,9.0
32071426,EMEF CIVICO MILITAR JOAO NEVES PEREIRA,Sooretama,3,1,0.0,0.0,0.0
32076339,CEIM PASTOR ANTONIO FELIZ,Sooretama,3,1,18.0,170.0,12.0
32078994,EMEF ALVARO MARQUES DE OLIVEIRA,Sooretama,3,1,0.0,0.0,0.0
32079842,EEEFM CANDIDO PORTINARI,Sooretama,2,2,0.0,0.0,0.0
32080905,CEIM ANIZIO ALMEIDA,Sooretama,3,1,27.0,359.0,18.0
32114001,CENTRO DE DESENVOLVIMENTO EDUCACIONAL - IRMA MICHELA NARCHI,Sooretama,3,1,0.0,0.0,0.0
32115040,EMEF PEDRO BALBINO DE MENEZES,Sooretama,3,1,0.0,0.0,0.0
32058918,EEEFM PRESIDENTE LUEBKE,Vargem Alta,2,1,0.0,0.0,0.0
32059094,EMEB RICHIMOND,Vargem Alta,3,2,0.0,0.0,0.0
32059159,EMEB ALZIRA GOMES,Vargem Alta,3,1,18.0,266.0,14.0
32062036,CAEE - ASSOCIACAO PESTALOZZI DE VARGEM ALTA,Vargem Alta,4,1,0.0,0.0,0.0
32083424,COLEGIO EXPOENTE DE VARGEM ALTA,Vargem Alta,4,1,6.0,45.0,4.0
32058829,EMEB JOAO DOMINGOS FASSARELLA,Vargem Alta,3,1,4.0,34.0,2.0
32058853,EMEBTI SANTA MARIA,Vargem Alta,3,1,5.0,29.0,2.0
32058870,EMEB TAQUARUSSU,Vargem Alta,3,2,0.0,0.0,0.0
32081006,CMEI AGNES YUNG,Vargem Alta,3,1,3.0,48.0,3.0
32059124,EMEB SOSSEGO,Vargem Alta,3,2,0.0,0.0,0.0
32059302,EMEB CASEMIRO COSTA,Vargem Alta,3,2,0.0,0.0,0.0
32059310,EEEFM AGOSTINHO AGRIZZI,Vargem Alta,2,1,0.0,0.0,0.0
32059329,EMEBTI JOSE HELVECIO ALTOE,Vargem Alta,3,1,0.0,0.0,0.0
32059426,EMEB ITABIRA,Vargem Alta,3,2,0.0,0.0,0.0
32059469,EMEB PARAISO,Vargem Alta,3,2,0.0,0.0,0.0
32059523,CMEI VALE DA LUA,Vargem Alta,3,1,16.0,178.0,13.0
32061552,EMEB FRADE,Vargem Alta,3,2,0.0,0.0,0.0
